gene_symbol,ENSEMBL_ID,IBD,IBD.1,non.IBD,non.IBD.1,non.IBD.2,IBD.2,IBD.3,non.IBD.3,IBD.4,non.IBD.4
ZBTB17,ENSG00000116809,647.1128566,581.3479138,685.5829162,861.5657942,629.3359185,869.4029088,746.0608861,766.3027851,835.4407524,1011.267611
HSPB7,ENSG00000173641,46.73592853,1.588382278,17.99430226,18.71341864,19.24753041,19.60418324,7.820344718,27.71438644,8.82507837,19.68839596
CLCNKA,ENSG00000186510,0,0,3.598860452,14.97073491,12.83168694,0.852355793,0,7.621456271,1.470846395,21.47825014
CLCNKB,ENSG00000184908,0,0,8.997151131,34.4326903,48.41045527,0,0,9.700035254,0,57.27533372
FAM131C,ENSG00000185519,0,0,0,0,2.333033989,0,7.820344718,2.078578983,0,0
EPHA2,ENSG00000142627,3893.462354,12128.88708,5621.420027,10100.00631,4272.368492,3994.139246,4969.047034,17480.15639,4397.830721,5586.134891
ARHGEF19,ENSG00000142632,135.1746856,142.954405,88.17208108,190.1283334,121.3177674,157.6858217,250.251031,193.3078454,180.9141066,184.3549804
FBXO42,ENSG00000037637,749.9318994,586.1130606,856.5287877,763.5074806,702.2432307,849.7987256,661.6011631,639.5094671,844.2658307,762.4778801
SPATA21,ENSG00000187144,0.719014285,0,12.59601158,11.22805118,9.915394453,2.557067379,23.46103415,4.850017627,5.88338558,5.369562536
NECAP2,ENSG00000157191,1872.313199,2326.980037,1749.04618,1442.430309,1546.218276,2001.331402,2194.388728,1514.591219,2691.648903,1823.861408
CROCCP3,ENSG00000290842,58.2401571,65.1236734,61.18062769,166.9236943,55.40955724,75.00730978,76.63937823,137.8790725,75.01316615,64.43475043
RNU1-1,ENSG00000206652,5130.166925,5106.649024,3278.561872,7593.905285,11052.16526,4884.851049,2610.431067,7396.276881,4547.857053,13871.36988
NBPF1,ENSG00000219481,905.9579993,706.8301137,6927.806371,3047.293092,5322.233787,866.8458414,1323.202326,2947.424998,825.1448276,6380.830147
CROCCP2,ENSG00000291072,360.2261569,324.0299847,509.238754,541.9406039,545.3466949,259.9685168,430.1189595,485.0017627,314.7611285,932.514027
RNU1-3,ENSG00000207513,4850.470368,4901.74771,3204.785233,7112.596157,10695.79432,4527.713972,2435.255345,7112.89728,4193.383072,13139.31953
RNU1-4,ENSG00000207389,4847.59431,4796.91448,3285.759593,7161.999582,10822.36142,4614.654263,2630.763963,7243.154896,4153.67022,13246.71078
RNU1-2,ENSG00000207005,4739.023153,4563.422285,3255.169279,7388.806216,10808.94647,4452.706662,2394.589553,6841.989152,4111.015674,13133.94996
CROCC,ENSG00000058453,326.4324855,227.1386658,235.7253596,586.1042718,283.4636296,399.7548669,315.9419266,550.8234305,335.3529781,325.7534605
MFAP2,ENSG00000117122,41.70282854,0,0,71.11099084,32.07921735,77.56437716,20.33289627,88.68603661,22.06269593,3.579708357
ATP13A2,ENSG00000159363,2590.608469,3418.198662,2996.051327,3187.269463,3377.066699,2037.130345,4906.484276,2785.295837,3746.245768,4057.599423
SDHB,ENSG00000117118,1862.246999,2673.247374,4169.279834,2582.451773,3199.172857,2359.320835,2737.120651,2761.045749,2045.947335,3010.534728
PADI2,ENSG00000117115,1563.137056,652.8251163,56937.57122,21238.23308,30742.38887,3284.979226,5286.553029,19001.6762,1222.273354,41642.74732
PADI1,ENSG00000142623,8.628171422,12.70705822,113.3641043,50.15196196,57.74259122,4.261778965,14.07662049,139.9576515,13.23761756,68.01445879
PADI3,ENSG00000142619,15.09929999,4.765146834,0,5.23975722,3.499550983,1.704711586,6.256275774,2.771438644,10.29592477,8.949270893
PADI4,ENSG00000159339,7.909157137,12.70705822,0,8.233904202,1.749775492,23.8659622,68.81903352,0.692859661,119.138558,23.26810432
PADI6,ENSG00000276747,0,0,0,0,0,0,0,0.692859661,1.470846395,0
RCC2,ENSG00000179051,4283.168097,3511.913217,3028.441071,3294.310218,3977.822951,3417.094374,3858.558084,4674.724133,3677.115988,3246.79548
ARHGEF10L,ENSG00000074964,3693.576383,3691.400414,6096.469606,4703.056373,6183.123329,1930.585871,3691.202707,4336.608618,2907.863323,6692.264774
ACTL8,ENSG00000117148,10.06619999,6.353529112,19.79373249,11.22805118,43.16112879,4.261778965,21.89696521,21.47864949,5.88338558,3.579708357
IGSF21,ENSG00000117154,0.719014285,22.23735189,127.7595461,63.62562338,215.2223855,6.818846344,9.384413661,75.52170305,8.82507837,132.4492092
KLHDC7A,ENSG00000179023,159.6211713,208.0780784,35.98860452,114.5261221,57.15933273,1.704711586,132.9458602,105.3146685,42.65454546,236.2607516
PAX7,ENSG00000009709,1.43802857,0,0,5.988293965,0,0,0,0,0,0
TAS1R2,ENSG00000179002,0,0,0,0,0,0,0,1.385719322,0,0
ALDH4A1,ENSG00000159423,355.1930569,378.0349822,140.3555576,185.6371129,184.8929436,375.8889047,575.5773712,219.6365125,336.8238245,189.7245429
MIR1290,ENSG00000221662,0,0,0,0,1.749775492,0,0,0,0,1.789854179
IFFO2,ENSG00000169991,1050.479871,1273.882587,593.8119747,1561.447651,510.9344436,2178.621407,1187.128328,1303.269022,2213.623825,656.8764835
UBR4,ENSG00000127481,11496.31941,13097.80026,14715.74039,9022.113395,12876.59784,10336.5187,11800.90018,10300.05172,11891.7931,12675.74729
MRTO4,ENSG00000053372,790.1966994,665.5321745,446.2586961,647.484285,706.9092986,878.7788225,1163.667294,1001.18221,670.7059561,637.1880876
AKR7L,ENSG00000211454,214.9852713,173.1336683,518.2359051,294.174941,398.3655536,236.9549104,373.8124775,309.0154088,139.7304075,470.731649
AKR7A3,ENSG00000162482,969.9502707,1246.880088,1959.579516,915.4604399,1301.832966,1130.223781,2341.411208,1333.061988,838.3824452,1766.586074
AKR7A2,ENSG00000053371,1096.496785,1211.935678,1844.415982,1125.050729,1472.727705,1181.365129,1392.02136,1300.497584,985.4670847,1555.383281
CAPZB,ENSG00000077549,4928.12391,6445.655284,4840.467309,4203.033827,5102.928592,5151.638413,6766.16225,4324.137144,5478.902821,4821.867157
NBL1,ENSG00000158747,9805.197807,16847.97082,11017.91128,10096.26363,11675.08534,7435.951938,13449.42885,11202.155,7052.708464,12622.05167
HTR6,ENSG00000158748,2.876057141,0,0,2.245610237,1.749775492,0.852355793,0,3.464298305,0,0
TMCO4,ENSG00000162542,1113.753128,1167.460974,1133.641043,1028.489489,990.3729283,865.1411298,1112.053019,807.1815051,1016.354859,1184.883466
RNF186,ENSG00000178828,735.5516137,2114.136812,1489.928227,738.805768,1134.437777,369.9224141,600.6024743,568.144922,988.4087775,925.3546103
OTUD3,ENSG00000169914,580.2445281,648.0599694,842.1333459,837.6126184,937.296405,483.2857346,434.8111663,633.9665898,585.3968652,536.9562536
PLA2G2E,ENSG00000188784,0,0,0,0,0,0,0,0,0,0
PLA2G2A,ENSG00000188257,31100.24389,8292.943874,5506.256492,3479.947331,2694.070999,2939.77513,11983.89625,5704.313589,7224.797492,1503.47751
PLA2G5,ENSG00000127472,1.43802857,0,3.598860452,0.748536746,1.166516994,1.704711586,0,1.385719322,0,0
PLA2G2D,ENSG00000117215,141.6458142,39.70955695,3.598860452,39.67244752,15.16472093,24.718318,35.9735857,36.72156203,20.59184953,8.949270893
PLA2G2F,ENSG00000158786,5.033099996,0,25.19202317,7.485367457,5.832584972,0,0,1.385719322,2.94169279,28.63766686
PLA2G2C,ENSG00000187980,0,0,0,0,0,0,0,0,1.470846395,0
UBXN10,ENSG00000162543,385.3916568,119.1286709,266.3156735,288.9351838,215.805644,188.3706302,273.7120651,171.1363363,302.9943574,227.3114807
VWA5B1,ENSG00000158816,5.033099996,0,23.39259294,48.65488847,50.16023076,0,0,2.771438644,8.82507837,34.00722939
CAMK2N1,ENSG00000162545,1839.957556,2215.793278,7474.83316,3176.041412,4634.572019,1055.216472,2285.104727,2947.424998,958.9918496,7100.351526
MUL1,ENSG00000090432,827.5854422,1532.788898,1759.842761,1034.477782,1302.999483,1002.370412,1146.462536,1133.518405,1241.394357,1558.96299
FAM43B,ENSG00000183114,0,0,0,0,0,5.114134758,0,0,0,0
CDA,ENSG00000158825,626.9804566,2746.312959,978.8900431,367.5315421,744.8211009,565.1118907,2061.442868,848.7530847,717.7730408,1737.948407
PINK1,ENSG00000158828,2811.345855,3677.104974,7303.887288,3162.56775,4011.068685,2766.746904,3167.239611,3162.211493,2741.65768,7184.474673
DDOST,ENSG00000244038,10537.87336,12865.89645,7136.540277,9659.866703,8683.552507,8658.230145,10213.3702,8404.387688,13374.40627,5752.59133
KIF17,ENSG00000117245,15.09929999,0,0,11.97658793,4.082809481,70.74553081,0,29.79296542,19.12100314,5.369562536
SH2D5,ENSG00000189410,1.43802857,0,1.799430226,11.97658793,1.749775492,5.966490551,0,9.700035254,5.88338558,0
HP1BP3,ENSG00000127483,5855.652338,4793.737715,5612.422876,5193.347941,5584.700111,5308.471878,4324.650629,4599.895289,5045.003135,5897.569518
EIF4G3,ENSG00000075151,3595.79044,4287.043768,7401.05652,4802.61176,7037.013769,4516.633347,5169.247858,4424.601795,4453.722884,5462.634953
MIR1256,ENSG00000221808,0.719014285,0,0,0,2.916292486,2.557067379,3.128137887,1.385719322,1.470846395,3.579708357
ECE1,ENSG00000117298,6358.962338,8221.466671,11314.81726,6532.480179,8597.230249,9229.308526,10402.62254,9495.641654,10878.37994,12013.50125
NBPF3,ENSG00000142794,310.6141712,66.71205568,282.5105455,175.1575985,191.8920456,467.0909745,53.17834408,390.0799891,157.3805643,248.7897308
ALPL,ENSG00000162551,138.769757,176.3104329,44.98575566,73.35660107,59.49236672,667.3945859,279.9683409,189.1506875,494.2043887,51.90577118
RAP1GAP,ENSG00000076864,1230.233442,506.6939467,593.8119747,669.1918506,459.6076958,341.794673,652.2167495,433.0372881,292.6984326,1553.593427
USP48,ENSG00000090686,2200.183713,2257.091217,1738.249599,2041.259705,1811.017634,2742.028586,1742.372803,1628.913063,3227.036991,1702.151324
LDLRAD2,ENSG00000187942,15.81831427,30.17926328,19.79373249,56.14025592,24.49685688,66.48375185,14.07662049,28.4072461,69.12978057,26.84781268
HSPG2,ENSG00000142798,19045.25038,19333.78909,9105.116945,13874.12858,17000.23542,30684.80855,29592.18441,15838.77185,21380.2232,20823.16351
CELA3B,ENSG00000219073,5.033099996,0,44.98575566,7.485367457,67.07472718,5.966490551,1.564068944,36.02870237,1.470846395,66.22460461
CELA3A,ENSG00000142789,1.43802857,0,23.39259294,9.730977693,25.08011538,1.704711586,3.128137887,37.41442169,0,55.48547954
LINC00339,ENSG00000218510,158.902157,155.6614632,122.3612554,172.9119882,113.1521485,209.6795251,120.4333087,169.7506169,252.9855799,245.2100225
CDC42,ENSG00000070831,6225.225681,10372.13628,8390.743145,6813.929996,7606.274062,7459.8179,8248.899608,6536.438042,8994.225706,6703.003899
WNT4,ENSG00000162552,147.3979285,44.47470379,32.38974407,299.4146983,186.0594606,286.3915464,167.355377,333.9583566,200.0351097,84.12314639
ZBTB40,ENSG00000184677,1600.525799,1420.013757,2065.7459,1952.183833,1636.040085,2454.784684,1471.788876,1638.613098,1572.334796,1797.013595
EPHA8,ENSG00000070886,0,3.176764556,0,0,1.166516994,0,0,2.078578983,0,0
C1QA,ENSG00000173372,1068.455228,630.5877644,115.1635345,563.6481695,160.9793452,935.8866606,1590.658116,906.9532963,2231.273981,304.2752104
C1QC,ENSG00000159189,858.5030565,540.0499745,194.3384644,614.5486682,190.1422701,1021.12224,1656.349011,751.7527322,2782.841379,320.383898
C1QB,ENSG00000173369,982.1735135,635.3529112,165.5475808,606.314764,135.8992299,1155.794455,1851.857629,674.8453098,2926.984326,363.3403983
EPHB2,ENSG00000133216,5229.390896,5384.615923,3535.880395,3543.572954,4348.775355,2441.146991,4879.895104,5411.926812,2646.052665,5178.048139
MIR4253,ENSG00000264014,0,0,0,0,0,0,0,0.692859661,0,0
LACTBL1,ENSG00000215906,0,0,0,0,0,0,0,0,0,0
KDM1A,ENSG00000004487,2791.213455,2161.78828,1743.647889,2373.61002,2608.332,2462.455886,2186.568383,2800.53875,1954.754859,2165.723556
MIR3115,ENSG00000263793,0,0,0,2.994146983,0,0,0,0,0,0
LUZP1,ENSG00000169641,3861.825726,4685.72772,5578.233701,3509.140264,5028.854763,4329.115072,4445.083938,3602.177378,3543.268966,4127.403736
HTR1D,ENSG00000179546,102.8190428,34.94441012,0,9.730977693,48.99371377,70.74553081,167.355377,36.72156203,132.3761756,7.159416714
HNRNPR,ENSG00000125944,4045.174368,3524.620275,2387.84391,3479.947331,3828.508776,3900.380108,3689.638638,3699.87059,3800.667085,2478.948037
ZNF436,ENSG00000125945,741.303728,622.645853,1070.660985,995.5538717,812.4790866,1346.722153,589.6539917,1167.468529,582.4551724,909.2459227
TCEA3,ENSG00000204219,2143.381584,1947.356673,4838.667878,3191.760683,3756.184722,1101.243684,2364.872243,2269.808249,929.5749217,4331.447112
ASAP3,ENSG00000088280,933.9995564,808.4865795,1837.218261,1267.27271,1851.845729,811.4427149,786.7266786,873.0031729,436.8413793,1342.390634
E2F2,ENSG00000007968,1487.640556,1035.625245,1011.279787,1320.418819,2305.037581,1133.633205,1427.994945,1662.170327,708.9479624,622.8692542
ID3,ENSG00000117318,1421.491242,1575.67522,4559.756193,4969.535454,5520.541676,3528.752983,2602.610722,6143.586614,2696.061442,4338.606529
MDS2,ENSG00000197880,1.43802857,0,3.598860452,0,1.166516994,2.557067379,3.128137887,1.385719322,0,0
RPL11,ENSG00000142676,18925.175,16962.33435,13159.23324,20039.82575,16137.5961,20067.01243,15260.62068,20665.23225,15714.52288,15251.34746
PITHD1,ENSG00000057757,1215.134142,1088.04186,1579.899739,1600.371562,1305.332517,1444.743069,1287.228741,1512.51264,1313.465831,1396.086259
LYPLA2,ENSG00000011009,1341.680656,1651.917569,1545.710564,1494.827881,1893.257082,1133.633205,2088.03204,1629.605923,1612.047649,1956.310617
GALE,ENSG00000117308,3803.585568,6631.496011,3431.513441,3016.603085,3643.032574,1923.767025,4152.603045,3304.247723,2515.147335,3765.853192
HMGCL,ENSG00000117305,1200.034842,1661.447863,2762.125397,1312.184915,1742.77639,877.9264667,1521.839082,1376.019287,966.3460815,2192.571369
FUCA1,ENSG00000179163,3602.980583,4811.20992,10650.82751,5103.523532,8285.770211,2527.234926,4265.216009,5271.969161,4002.173041,8634.256558
CNR2,ENSG00000188822,132.2986285,138.1892582,106.1663833,12.72512468,89.82180857,176.4376491,294.0449614,49.88589559,52.95047022,28.63766686
PNRC2,ENSG00000189266,2093.769598,2193.555926,3913.760742,3071.246267,3294.827251,2489.731271,2113.057143,2920.403471,1953.284013,2665.092872
SRSF10,ENSG00000188529,1207.224985,1154.753916,1470.134495,1328.652724,1435.98242,1255.520083,1224.665983,1193.104336,1076.659561,1013.057465
MYOM3,ENSG00000142661,262.4402141,1088.04186,656.7920326,278.4556694,464.2737638,161.9476007,450.4518557,360.9798834,227.9811912,885.9778184
IL22RA1,ENSG00000142677,1159.051028,2487.406647,2452.623398,946.1504465,1759.690886,652.9045374,2185.004314,1786.192206,881.0369906,3508.11419
GRHL3,ENSG00000158055,86.28171422,317.6764556,14.39544181,19.46195539,16.33123792,95.46384881,131.3817913,10.39289492,86.77993731,12.52897925
NIPAL3,ENSG00000001461,1615.625099,2215.793278,3283.960163,1848.885762,2155.723406,1529.978648,1801.807423,1475.791078,1420.837618,2573.810309
RCAN3,ENSG00000117602,569.4593138,706.8301137,523.6341958,625.7767194,533.0982665,619.6626615,616.2431638,471.1445695,520.6796238,601.391004
SRRM1,ENSG00000133226,2001.016756,1771.04624,1569.103157,2013.563846,2190.135657,1806.141925,2022.341144,1969.107157,1747.365517,1721.83972
CLIC4,ENSG00000169504,3332.631212,2879.73707,3386.527686,3543.572954,3132.681389,8265.294124,2571.329343,3502.405586,7995.521003,3189.520146
RUNX3,ENSG00000020633,939.0326564,1164.28421,421.0666729,1943.949928,347.6220643,3256.851485,1406.09798,1712.056222,5103.836991,791.1155469
SYF2,ENSG00000117614,1328.738399,1594.735807,2130.525388,1375.062002,1508.889732,1775.457117,1435.81529,1337.912005,1342.882759,1748.687532
RHD,ENSG00000187010,15.09929999,0,48.58461611,17.21634515,27.99640787,8.523557929,9.384413661,11.77861424,25.00438872,0
TMEM50A,ENSG00000183726,2574.071141,3956.660255,4682.117449,2301.001956,2642.160992,2851.130127,3234.494575,2315.536987,3309.404389,4016.432777
RHCE,ENSG00000188672,14.3802857,3.176764556,0,6.736830711,4.082809481,4.261778965,0,7.621456271,8.82507837,3.579708357
LDLRAP1,ENSG00000157978,1909.701941,2050.601521,2503.007445,1904.277481,2339.449832,1522.307446,1876.882732,1819.44947,1844.441379,2709.839226
MAN1C1,ENSG00000117643,197.0099141,216.0199898,73.77663927,464.8413191,201.80744,377.5936163,208.0211695,319.4083037,275.0482759,171.8260011
PAQR7,ENSG00000182749,237.2747141,61.94690884,34.1891743,163.1810106,103.236754,322.1904897,126.6895844,306.2439702,288.2858934,112.7608133
STMN1,ENSG00000117632,2687.675398,1442.251108,620.803428,1473.120315,1634.290309,1747.329376,1801.807423,1965.642858,1387.008151,1217.100841
PAFAH2,ENSG00000158006,1891.726584,2852.734571,3132.808024,1570.430092,2433.937709,1139.599695,2339.84714,1521.519816,1445.842006,2351.868391
EXTL1,ENSG00000158008,2.876057141,0,8.997151131,15.71927166,1.166516994,27.27538537,3.128137887,14.55005288,5.88338558,7.159416714
SLC30A2,ENSG00000158014,5.752114281,3.176764556,10.79658136,27.69585959,11.66516994,0.852355793,0,13.16433356,30.8877743,12.52897925
TRIM63,ENSG00000158022,0,0,1.799430226,18.71341864,2.333033989,0,0,9.700035254,8.82507837,10.73912507
PDIK1L,ENSG00000175087,919.6192707,749.7164352,1148.036484,823.3904202,941.3792145,763.7107905,688.1903352,793.3243119,786.9028213,844.8111723
FAM110D,ENSG00000197245,40.98381425,46.06308606,10.79658136,20.21049213,26.82989087,179.8470723,68.81903352,33.25726373,73.54231975,30.42752104
ZNF593,ENSG00000142684,185.5056856,222.3735189,107.9658136,190.8768701,150.4806923,208.8271693,192.3804801,276.4510047,229.4520376,78.75358386
CNKSR1,ENSG00000142675,849.1558708,999.0924529,1097.652438,718.5952758,1058.614172,564.2595349,983.7993655,879.9317695,676.5893417,1306.59355
CATSPER4,ENSG00000188782,2.157042855,0,0,0.748536746,4.082809481,0,0,6.92859661,0,3.579708357
CEP85,ENSG00000130695,778.6924708,613.1155593,732.3681021,866.8055515,868.4719024,683.5893459,652.2167495,1050.375246,603.047022,1052.434257
SH3BGRL3,ENSG00000142669,8751.122865,12308.37427,7566.604101,6914.982456,8613.561487,6430.172102,12418.70741,8101.608016,11715.29154,9130.046165
UBXN11,ENSG00000158062,376.0444711,122.3054354,278.9116851,336.0929988,236.8029499,215.6460156,209.5852384,324.951181,403.0119122,322.1737521
CD52,ENSG00000169442,1163.365113,1528.023751,379.6797777,533.7066997,340.0397039,1887.115726,1227.794121,499.5518156,1713.53605,685.5141504
ZNF683,ENSG00000176083,10.06619999,12.70705822,30.59031385,4.491220474,4.082809481,38.35601068,0,5.542877288,7.354231975,64.43475043
LIN28A,ENSG00000131914,0,0,0,7.485367457,6.415843469,7.671202136,3.128137887,2.771438644,20.59184953,19.68839596
DHDDS,ENSG00000117682,1687.526527,2249.149306,2738.732804,2053.98483,2373.278825,1689.369182,2651.096859,2159.643563,1572.334796,3313.020085
HMGN2,ENSG00000198830,3212.555826,2798.729574,1828.22111,2523.31737,2993.282608,2707.081998,2787.170857,2679.288309,2443.075862,2412.723433
RPS6KA1,ENSG00000117676,4591.625225,7587.702142,8509.50554,5654.446577,8534.82159,4824.333788,7746.833477,7206.433334,5534.794984,9939.060254
MIR1976,ENSG00000238705,5.752114281,0,10.79658136,2.245610237,1.166516994,0,0,4.157157966,0,5.369562536
ARID1A,ENSG00000117713,4547.765354,3538.915715,4797.280983,3887.15132,4958.280485,4006.924583,4199.525113,4053.921877,4002.173041,4478.215155
PIGV,ENSG00000060642,394.0198283,471.7495366,689.1817766,473.82376,632.252211,358.8417888,495.8098551,390.0799891,383.8909091,719.5213798
ZDHHC18,ENSG00000204160,908.1150421,1192.875091,1297.389193,1371.319318,1226.59262,1507.817398,1407.662049,1800.049399,1862.091536,1075.702361
SFN,ENSG00000175793,4434.880111,10704.10817,8993.552271,8166.535895,7274.983236,3362.543603,6523.731564,13129.69058,4719.946082,8888.415851
GPN2,ENSG00000142751,425.6564568,476.5146834,640.5971605,532.2096262,568.0937763,533.5747264,380.0687533,693.5525207,523.6213166,730.2605049
GPATCH3,ENSG00000198746,364.5402426,374.8582176,466.0524286,571.1335369,391.3664516,402.3119343,400.4016495,482.2303241,491.2626959,542.3258161
NR0B2,ENSG00000131910,25.88451427,44.47470379,28.79088362,62.87708663,42.5778703,23.8659622,9.384413661,70.67168542,27.94608151,84.12314639
